age,income_inr,employment_years,marital_status,education_level,credit_history_length,outstanding_loans,loan_amount,loan_tenure_months,savings_account_balance,checking_account_balance,no_of_open_accounts,no_of_closed_accounts,total_credit_limit,total_current_balance,credit_utilization_ratio,no_of_inquiries_6m,no_of_inquiries_12m,max_credit_exposure,oldest_trade_open_months,newest_trade_open_months,default,month,log_income_inr,log_loan_amount,log_savings_account_balance,log_checking_account_balance,log_total_credit_limit,log_total_current_balance,log_max_credit_exposure
58,211355,27,0,0,28,4,761953,120,200606,17037,4,1,295301,177180,0.6,3,3,390463,345,253,1,2023-04,12.261299194520296,13.543641465392527,12.209103049215203,9.743201422602786,12.59575384048253,12.084927087927971,12.875091054511524
24,242609,0,1,1,7,4,409477,60,230272,58797,4,1,143066,32905,0.23,1,2,178557,85,25,1,2024-07,12.399210494757977,12.922638456778348,12.347020840551105,10.981863119702801,11.871068330983979,10.401410290946595,12.09266875739551
21,194259,0,1,2,1,4,155181,180,316833,72043,7,4,234563,53949,0.23,1,2,324689,13,11,0,2023-11,12.17695274695632,11.952353900623683,12.666133256396005,11.185032322456948,12.365483750741022,10.895812970686281,12.690626159957302
28,309529,5,0,1,6,0,174754,180,513175,130063,3,0,659469,211030,0.32,1,2,890712,80,28,0,2023-03,12.642810296942445,12.071140271990023,13.148374145236474,11.775781915986354,13.399191761098027,12.25976032109788,13.699777544575605
49,346301,21,1,2,23,1,1546075,48,530039,97736,4,1,734088,36704,0.05,1,4,826329,277,118,0,2023-01,12.755066505713136,14.251230666041545,13.180707754378572,11.490035476675983,13.506385553652047,10.510668264544881,13.62474948845645
59,543146,18,1,2,22,3,1135842,48,414222,134634,1,5,371449,204296,0.55,4,5,517104,266,35,0,2024-07,13.205135280510548,13.942885664486798,12.93415975513204,11.81032269210858,12.825169544579952,12.227330096410086,13.156001227647177
23,143627,0,0,1,4,3,714608,180,27356,29365,5,2,175015,59505,0.34,0,2,249174,53,36,1,2023-01,11.874981902661371,13.479490818950575,10.216727716601776,10.287592821522884,12.072632677297742,10.993832426785811,12.425910739835658
52,225544,23,0,1,24,0,561761,36,164983,25399,5,3,433922,121498,0.28,2,3,563749,291,218,0,2024-09,12.326274974557132,13.23883355163517,12.013603778483883,10.142504453006628,12.980622377987027,11.707661311276196,13.242366169799025
30,315160,6,3,2,7,0,423634,120,433531,28474,6,0,408567,147084,0.36,0,3,598074,91,12,1,2024-09,12.660838898346087,12.956627514414157,12.979720890240737,10.256781788315383,12.92041364209712,11.898765929942092,13.301471443128783
30,155952,9,0,1,14,4,623362,180,221507,62398,7,4,240941,65054,0.27,0,1,335263,175,120,1,2023-07,11.957309958785837,13.34288429261301,12.3082139851966,11.041304528588082,12.392311519608173,11.082988344937576,12.72267356015269
39,208463,11,2,0,11,1,973358,180,402698,50698,3,3,475718,137958,0.29,1,2,617338,133,44,1,2023-11,12.247521643442713,13.78850825509169,12.90594466359832,10.83366146551888,13.07258262276212,11.834711818546687,13.333173584743681
66,133418,27,1,0,28,3,556392,48,124692,53280,5,7,69799,19543,0.28,1,2,101423,337,174,1,2024-03,11.801249831107251,13.229230158075218,11.733609995369179,10.883335073806908,11.153389288750464,9.880423612937577,11.527065028523948
54,233862,26,0,1,28,2,901163,240,300103,83713,1,2,278525,19496,0.07,1,1,362132,338,267,0,2024-01,12.362490752799834,13.71144254000465,12.61188436023,11.33516150652873,12.537266691263053,9.878015886562459,12.799766826646755
53,403620,21,0,2,19,0,809721,48,444556,45637,3,9,345470,79458,0.23,3,5,435497,238,198,0,2023-12,12.908231597822557,13.604446257862088,13.004833559685578,10.72849598180637,12.752663982342844,11.282996444340997,12.984245482841647
43,310959,12,1,2,11,2,245721,180,106878,82387,2,0,254682,84045,0.33,3,5,300048,133,89,0,2024-05,12.647419565526105,12.411956094590336,11.579452632439278,11.319195074224368,12.44777491354957,11.339119546984477,12.611701073634235
48,329827,20,1,1,22,3,463686,84,313119,76891,5,9,955706,420510,0.44,0,0,1377584,268,99,0,2024-08,12.706326585443197,13.046965034618859,12.654341782629903,11.250157118872751,13.770206659701655,12.949225917387116,14.135842524094581
52,100000,20,1,0,20,0,251064,60,111242,22345,4,4,144140,64863,0.45,1,3,152984,240,149,0,2023-05,11.51293546492023,12.433467148731921,11.619472276700542,10.014402613107283,11.878547266153825,11.080048049251726,11.938095156352729
27,134159,6,2,1,12,3,644352,48,255433,37622,1,0,243863,36579,0.15,2,2,301597,150,52,0,2024-01,11.80678839649709,13.376001991560436,12.450719338230867,10.53537084449216,12.404365971833826,10.507256921944856,12.616850283794216
49,443199,17,2,2,15,0,1663256,60,338936,217787,7,4,1034672,258668,0.25,1,3,1312695,187,48,0,2024-09,13.001776414415211,14.324288286222965,12.733569528384098,12.291277391544401,13.849595992732423,12.463304531075117,14.087593595632137
28,100000,5,0,0,8,3,422727,12,196119,41019,7,8,61861,1855,0.03,0,0,79019,107,78,1,2023-11,11.51293546492023,12.954484225193797,12.18648199576517,10.621815031626372,11.032661376786582,7.526178913346146,11.277456263965382
21,185952,0,2,1,2,2,325011,120,205939,84381,1,4,205022,75858,0.37,1,2,271847,27,19,0,2023-01,12.13324923259226,12.691617383707158,12.235340143210742,11.343109387696558,12.230877446949094,11.236631632978309,12.51299836554866
23,100989,0,2,0,2,1,361258,180,52798,3456,5,1,260588,119870,0.46,1,1,326490,30,20,1,2024-12,11.522776781020603,12.797350431593253,10.87424753012106,8.148156439921625,12.470699732498042,11.69417144353725,12.696157662234473
44,282228,9,2,1,9,0,1236432,240,119592,24655,6,1,749308,14986,0.02,1,2,845525,116,4,0,2024-04,12.550474077118158,14.027741179275376,11.69184959035772,10.112775557559896,13.526906727490731,9.614938437644996,13.647714197882859
43,377248,16,1,2,13,2,1002480,36,123097,22893,2,9,540361,124283,0.23,1,1,771890,162,102,0,2023-05,12.840660725864488,13.817988485364804,11.720736065086866,10.038630146478422,13.19999456431298,11.73032454837688,13.556598627328581
28,299360,6,1,1,8,3,728795,240,279368,43811,4,8,430226,4302,0.01,0,0,571668,97,32,0,2023-09,12.609405481961984,13.49914913643862,12.54028876760928,10.687663031443638,12.972068255352623,8.3670677328386,13.256315431538392
67,253299,35,1,1,30,2,946659,60,23495,58792,2,4,605952,290856,0.48,1,1,865962,361,346,0,2025-03,12.442329835989767,13.760695279190962,10.064585472878456,10.981778079180941,13.314557704287918,12.580587016437981,13.671597461458616
57,254981,28,0,1,30,0,769941,84,234031,83681,2,7,315583,18934,0.06,1,2,359140,369,156,0,2024-01,12.448948233413802,13.554070466317496,12.36321313712687,11.33477917958675,12.662180169583799,9.848767340335895,12.791470348021482
23,307173,0,3,2,9,2,1526425,12,607400,79987,5,9,243506,177759,0.73,1,1,321069,117,76,1,2025-04,12.635169641257209,14.238439613074068,13.316944477953971,11.289631902404894,12.402900968524847,12.088189604873456,12.67941444687449
53,100000,18,0,0,21,3,241296,240,135670,45352,4,3,114383,20588,0.18,0,0,155227,261,202,0,2025-08,11.51293546492023,12.393783818879392,11.81798811627846,10.72223160550527,11.647316488006632,9.932512231576744,11.952650282830035
48,169847,25,0,1,26,4,219398,240,260134,80020,5,1,249396,94770,0.38,3,3,297205,317,227,1,2024-01,12.042659198423731,12.298647268927738,12.468956006013244,11.290044379208922,12.426801283286439,11.459218734270975,12.602180780047261
67,195981,30,2,1,27,1,514196,84,55278,19302,5,3,123568,9885,0.08,2,2,173751,331,289,0,2024-12,12.185778097260709,13.150361739491188,10.920148368552894,9.868015803227875,11.724554983486387,9.198874893866904,12.065384274152157
28,349032,5,0,2,11,1,543939,180,339449,149873,6,3,592202,142128,0.24,0,1,592944,143,142,0,2025-06,12.762921752588365,13.20659422563759,12.735081939729794,11.9175502200807,13.291604760492927,11.864490374896022,13.292856924943187
54,213991,28,2,1,23,4,647460,48,130135,53760,1,8,502882,95547,0.19,0,1,652469,285,104,0,2024-04,12.27369391012765,13.380813839081599,11.776335336446289,10.892303576214507,13.128112817651525,11.46738401799985,13.388520440110517
55,219468,22,1,0,26,0,233971,60,393613,52145,7,9,391610,148811,0.38,0,0,511749,322,215,0,2023-07,12.298966271455122,12.362956729060576,12.88312601263336,10.861802755665515,12.878024279131619,11.910439043290772,13.145591503523535
52,241647,29,0,1,27,2,1153838,60,97509,95878,6,5,164256,31208,0.19,2,2,208099,333,309,0,2024-04,12.395237400806122,13.958605201585728,11.487710215829164,11.470842258790135,12.009187553399164,10.348461793739006,12.245774012381725
44,356910,16,1,2,18,2,1559412,120,337112,23094,7,9,571189,142797,0.25,0,3,751127,226,108,1,2023-04,12.785241729961548,14.259820026362583,12.728173464702838,10.047371422864705,13.255477182851461,11.8691863231873,13.52933135563724
34,107660,5,1,0,10,4,129196,120,128835,47757,6,5,244631,34248,0.14,2,4,265085,131,42,0,2024-01,11.586742680572646,11.769093650246813,11.766295556704264,10.773901871142757,12.407510319516359,10.441412646183837,12.487809580622327
52,420131,28,1,2,25,4,535989,120,442137,143690,5,4,271086,73193,0.27,1,2,363903,302,292,0,2024-10,12.948324226596426,13.191870783162482,12.99937732952476,11.875420439625579,12.510195081552036,11.200868729376793,12.804645375570617
66,127468,35,2,0,30,3,357671,60,212740,56101,6,5,82805,10764,0.13,1,2,96707,360,25,0,2023-11,11.75562847676306,12.787371644296739,12.267830742368078,10.934926741499206,11.324255801516095,9.284055409798464,11.479451408112512
63,240556,27,2,1,24,3,956923,48,120598,119640,7,0,343153,44609,0.13,1,1,420714,288,229,0,2023-06,12.390712346683419,13.77147925244353,11.700226271366882,11.692250871117512,12.745934604978736,10.705713328122311,12.94971092380394
36,417462,12,0,1,15,1,620288,180,328088,112147,6,4,412206,280300,0.68,2,2,480860,190,168,1,2025-05,12.941951196591328,13.337940777449143,12.701040192023259,11.627574706530313,12.929280929341852,12.543619304752651,13.083333526035778
24,183707,0,0,1,1,0,142257,12,292932,11897,3,5,521167,114656,0.22,0,0,644666,13,3,0,2025-04,12.12110281952008,11.86539758942304,12.587699192908495,9.38412559774785,13.163827725571299,11.649700341808204,13.376489183390214
57,326065,35,2,1,30,0,963490,12,352065,32584,4,7,636922,203815,0.32,1,2,834867,369,342,1,2025-10,12.694855093845533,13.778318425848457,12.771573937004305,10.39160733876648,13.364404048126952,12.224972905030654,13.635028907504092
41,301623,9,1,2,15,4,1089518,84,251592,52885,1,3,367471,33072,0.09,2,2,521504,185,9,0,2025-01,12.616936487546786,13.901246872407041,12.435567981481798,10.875893932536771,12.814402404256196,10.406472518522957,13.16447414110471
34,157320,6,0,1,13,1,251656,24,16898,10966,7,4,355848,53377,0.15,0,1,441862,157,107,1,2023-10,11.96604358299643,12.43582232822932,9.735009727562824,9.302646042760209,12.782261762550643,10.885153955040415,12.998755158262801
51,369740,21,2,1,22,1,1415717,36,561672,152097,4,3,531435,196630,0.37,1,2,617321,269,227,0,2023-07,12.820558039506015,14.163147380859929,13.238675109001308,11.932280328917013,13.18333805559094,12.189084154834614,13.333146046820314
68,527815,35,2,2,29,3,2521845,48,1026998,85768,1,6,438239,56971,0.13,2,4,545156,358,221,0,2025-01,13.176503017104958,14.74050173099391,13.842151515200387,11.35941291482824,12.990521984496905,10.950315198054478,13.208829105554702
38,381457,11,1,2,11,2,426024,24,480467,186313,3,9,416963,66714,0.16,3,3,560565,132,69,0,2023-09,12.851756031902989,12.962253308975594,13.082515907880301,12.135188701377619,12.940755166118956,11.108185094176521,13.236702266569266
27,100000,0,1,0,1,0,279963,120,172025,35724,5,5,210686,58992,0.28,0,0,247208,20,6,0,2025-05,11.51293546492023,12.5424163024568,12.055400907162344,10.483606002798068,12.258128898790568,10.985174071781296,12.417989411669916
30,165957,4,1,1,8,1,125428,12,175567,17134,7,3,104501,20900,0.2,0,0,126147,107,1,0,2025-11,12.01949002327754,11.739495140412595,12.075781711230581,9.74887843430871,11.556961488959839,9.94755228369823,11.745211099801631
27,280433,1,1,2,3,3,401012,36,140715,69687,1,5,331394,69592,0.21,0,0,424654,42,31,0,2023-05,12.544093682141238,12.901749124715842,11.85449895376582,11.151783415498729,12.711066296353238,11.150419266551891,12.959032353541287
53,100000,32,2,0,27,3,90418,24,7816,24410,1,3,102077,74516,0.73,1,1,117082,324,173,0,2023-12,11.51293546492023,11.41220970128733,8.96405612822033,10.102789129364767,11.533492505910193,11.21878256625621,11.67063836398284
43,274430,11,3,1,11,3,636136,240,363380,70365,1,7,275208,52289,0.19,0,2,303978,140,128,0,2025-01,12.522455142213746,13.363169227930145,12.803207149592764,11.16146547094057,12.52528608799495,10.864560427182177,12.62471389905493
41,395329,15,1,2,21,2,1657908,180,399899,109558,3,2,872453,287909,0.33,0,1,933695,260,102,0,2024-03,12.887476138132946,14.321067727767018,12.89896979483491,11.604218495916593,13.679065209605826,12.570403210279784,13.746906182431568
39,101164,18,1,0,22,1,313313,36,159342,3537,4,7,259439,142691,0.55,0,0,305179,274,116,0,2025-08,11.524508126213295,12.654961161546764,11.978814390421233,8.17131687471973,12.4662807409812,11.86844374022558,12.628657045445726
68,273786,40,3,1,30,4,411125,60,384568,95667,3,1,626878,169257,0.27,0,1,642030,369,168,0,2023-03,12.520105710796933,12.926655015838659,12.859878505664073,11.468639143258756,13.348508818535407,12.039179457013438,13.372391868110698
39,222338,14,0,1,13,4,151300,36,439452,56440,1,5,470093,42308,0.09,1,2,607238,166,4,0,2023-10,12.311958523161229,11.927026509139932,12.993286050684702,10.940951123740335,13.060687953688907,10.65275510836035,13.316677732249959
56,232077,19,0,1,20,3,693977,84,242545,92752,6,7,647756,194326,0.3,1,1,704729,245,198,0,2024-08,12.354828801040124,13.450195538698292,12.398946662092314,11.43769532496007,13.381270905004328,12.177297586081995,13.46557002971592
49,100000,17,2,0,14,3,109758,60,88299,41136,1,0,64598,3875,0.06,1,3,76787,169,140,1,2024-09,11.51293546492023,11.606042332131036,11.388495386592052,10.624663238817353,11.075954209774718,8.262558973010657,11.24880365692746
38,154023,11,0,0,12,2,314561,24,93821,20124,6,5,141502,1415,0.01,1,2,160549,145,122,1,2023-11,11.944863713409172,12.658936474008213,11.449154649071565,9.909718102286764,11.86007619725411,7.255591274253665,11.98636069951766
22,163290,1,0,1,8,3,456536,180,160004,7061,5,8,250816,77752,0.31,1,1,329871,107,62,1,2023-01,12.003289164151337,13.03142502721131,11.982960343727694,8.862483576488332,12.432478868537832,11.261292414506094,12.706459979410349
21,333447,0,0,2,1,1,1522784,84,584232,119224,3,9,477205,66808,0.14,1,2,680099,19,7,0,2025-06,12.71724221014173,14.236051453166157,13.278055154844697,11.688767743166425,13.075703542471365,11.109593080988315,13.42999512516373
67,491145,38,1,2,30,3,426414,36,65203,240330,6,9,758882,409796,0.54,0,2,999182,368,92,0,2025-08,13.10449671491837,12.96316832945143,11.085276095726181,12.389772418813982,13.539602894297776,12.923417194115924,13.814693224037883
25,173042,0,0,1,4,3,607158,12,338626,40560,3,1,175834,117808,0.67,3,3,223529,51,26,1,2023-01,12.061295397508555,13.31654597972712,12.73265448560842,10.610562292793487,12.077301334292313,11.676819947960357,12.317300912215883
40,100000,9,0,0,13,1,56336,60,198694,14461,2,0,87375,56793,0.65,3,5,116605,157,135,1,2023-07,11.51293546492023,10.939106791876316,12.19952626466014,9.579279798734897,11.377975924391935,10.947185965326783,11.666556009550598
31,117802,7,3,1,12,0,392821,24,143217,11215,4,1,208860,75189,0.36,0,0,211991,148,56,0,2024-05,11.676769016768386,12.88111186204069,11.872123223933333,9.325096609274372,12.249424237918277,11.227773522372072,12.264303817093078
62,100000,24,1,0,28,4,298189,24,69651,15797,2,4,282013,135366,0.48,2,3,299334,342,67,0,2023-05,11.51293546492023,12.605486146209904,11.151266693799274,9.667638628724365,12.54971199407803,11.81574488745092,12.609318626529456
22,249131,0,1,2,1,3,1034740,240,120814,44196,6,5,368694,33182,0.09,3,3,386193,15,13,1,2023-12,12.425738155464549,13.849661711820072,11.702015728959555,10.696412192459125,12.817725022969448,10.409792975570364,12.864095112864153
23,345327,2,0,2,5,1,998851,120,203451,77166,2,0,210091,18908,0.09,0,0,220406,71,52,0,2025-04,12.752249968998752,13.81436189850752,12.223185383806683,11.253727183485415,12.255300809002,9.84739327818122,12.303231116192116
43,223253,16,1,1,18,4,465878,84,32975,74699,7,6,505761,146670,0.29,0,0,571632,224,63,0,2023-05,12.316065415711494,13.051681222738797,10.40353530313024,11.221235371120908,13.133821481886422,11.895947262244421,13.256252456051579
32,282238,2,1,2,8,2,449429,12,275595,42651,4,3,346521,65838,0.19,1,1,438704,107,41,0,2025-11,12.550509508710386,13.015735392179538,12.526691304228216,10.66082944513807,12.75570158766005,11.09496764690025,12.991582484399592
40,100000,15,1,0,19,0,88362,24,16178,4446,6,8,111273,34494,0.31,1,2,117653,231,203,1,2025-08,11.51293546492023,11.389208608972183,9.691469384005337,8.399984990510696,11.619750907099123,10.448569664980209,11.675503392727572
25,197607,4,0,1,11,3,574197,120,286732,39358,5,5,258992,77697,0.3,0,1,380085,139,65,0,2025-05,12.194040549306335,13.260729563556103,12.566306748142644,10.580479944339373,12.46455631328941,11.260584795998719,12.848152821886487
57,219302,29,1,1,30,0,986299,36,170016,94453,5,8,506486,283632,0.56,0,1,722820,362,226,0,2023-08,12.298209614202971,13.801715846942084,12.043653711032732,11.455868222482874,13.135253936003878,12.555436427942617,13.490916890958294
58,412330,18,2,2,22,3,1161265,24,180914,106879,4,0,1050224,315067,0.3,0,1,1560446,275,97,0,2023-03,12.929581703838442,13.965021347271456,12.105782586685454,11.579461988770472,13.864514984892088,12.660543767526416,14.260482876642953
50,272828,27,1,1,29,3,1043829,84,303511,131802,4,3,537509,32250,0.06,2,2,548931,359,228,0,2024-07,12.516600504286806,13.85840719891658,12.623176427415048,11.789063662551742,13.194702643462053,10.381304329495126,13.215729851253705
29,125498,6,1,1,12,3,231287,180,244574,32847,6,1,163925,67209,0.41,2,2,233708,149,36,1,2024-01,11.74005306939474,12.351418966199233,12.407277289325629,10.399646139258715,12.007170385463983,11.115577324964011,12.361832030696847
54,435973,19,1,2,21,0,1097164,180,612762,66455,3,5,556386,66766,0.12,2,2,779979,257,14,0,2024-02,12.985337887525528,13.908240138156549,13.32573351699558,11.104295353518907,13.229219374272489,11.10896422548457,13.567023557311396
64,150061,19,1,0,24,2,294226,24,151397,16925,7,3,121665,51099,0.42,1,2,176542,290,165,0,2025-07,11.918803821013036,12.592106857241665,11.927667409858602,9.736606180230051,11.709034864429452,10.841539776191796,12.081319751745802
